BibID,Shelfmark,Title,Full Coverage?,Facets
9946247053503681,Ms. Coll. 742,"Legal document, 1335.",,"Latin, 14th century, 1335, Legal documents Manuscripts, Latin - 14th century Manuscripts, Medieval Manuscripts, Renaissance Notarial documents, History Monasticism and religious orders Piccolomini, Magdalena, Colle di Val d'Elsa (Italy) Siena (Italy), Franciscans, , "
9946247053503681,Ms. Coll. 742,"Legal document, 1335.",,"14th century, Christian, Italian, Italy, Legal, Franciscans"
9946247133503681,Ms. Coll. 742,"Matteo Piccolomini land contract, 1322.",,"Latin, 14th century, 1322, Contracts Legal documents Manuscripts, Latin - 14th century Manuscripts, Medieval Notarial documents, Real property, Italy Rome (Italy), Piccolomini, Matteo, , "
9946247133503681,Ms. Coll. 742,"Matteo Piccolomini land contract, 1322.",,"14th century, Italian, Italy, Legal"
9946259813503681,Ms. Coll. 742,"Carlo de Piccolomini land petitions, 1368-1371.",,"Latin, 14th century, 1368, Legal documents Manuscripts, Latin - 14th century Manuscripts, Renaissance Notarial documents Petitions, Real property, Italy Monticchiello (Italy) Siena (Italy), Piccolomini, Carlo Blasii de, Parchment, , "
9946259813503681,Ms. Coll. 742,"Carlo de Piccolomini land petitions, 1368-1371.",,"14th century, Italian, Italy, Legal"
9946259963503681,Ms. Coll. 742,"Notarial document, 1307.",,"Latin, 14th century, 1307, Legal documents Manuscripts, Latin - 14th century Manuscripts, Medieval Notarial documents, Di Bustanchis, Gerard Di Coardis, Reynaldus Real property, Italy Siena (Italy), Piccolomini, Jacobus, , "
9946259963503681,Ms. Coll. 742,"Notarial document, 1307.",,"14th century, Italian, Italy, Legal"
9946259993503681,Ms. Coll. 742,"List of Sienese government officials, 1462.",,"Latin, 15th century, 1462, Lists (document genres) Manuscripts, Latin - 15th century Manuscripts, Renaissance, Italy Siena (Italy), , "
9946259993503681,Ms. Coll. 742,"List of Sienese government officials, 1462.",,"15th century, Italian, Italy, Lists"
9946260123503681,Ms. Coll. 742,"Copy of Pope Pius II bull, 1463?",,"Latin, 15th century, 1463, Bulls (papal records) Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance, Land grants Piccolomini, Andrea Real property, Italy Siena (Italy), Pius II, Pope, 1405-1464, , "
9946260123503681,Ms. Coll. 742,"Copy of Pope Pius II bull, 1463?",,"15th century, Italian, Italy, Legal"
9946260223503681,Ms. Coll. 742,"Guido di Biagio di Carlo Piccolomini will, 1410.",,"Latin, 15th century, 1410, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents Wills, Catholic Church. Archdiocese of Siena (Italy) Inheritance and succession Piccolomini family Piccolomini, Carlo, Italy Siena (Italy), Piccolomini, Guido di Biagio di Carlo, , "
9946260223503681,Ms. Coll. 742,"Guido di Biagio di Carlo Piccolomini will, 1410.",,"15th century, Italian, Italy, Legal, Catholic church"
9946260293503681,Ms. Coll. 742,"Agreement, 1489.",,"Latin, 15th century, 1489, Agreements Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents, Real property, Italy Siena (Italy), , "
9946260293503681,Ms. Coll. 742,"Agreement, 1489.",,"15th century, Italian, Italy, Legal"
9946260303503681,Ms. Coll. 742,"Legal decision, 1322.",,"Latin, 14th century, 1322, Legal documents Manuscripts, Latin - 14th century Manuscripts, Medieval Notarial documents, Di Siena, Petruccio Inheritance and succession Meschiati, Giovanni Piccolomini, Nerochio Wills, Italy Siena (Italy), , "
9946260303503681,Ms. Coll. 742,"Legal decision, 1322.",,"14th century, Italian, Italy, Legal"
9946270223503681,Ms. Coll. 742,"Balia of Siena grant, 1516.",,"Latin, 16th century, 1516, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Petrucci, Pandolfo, 1452-1512 Piccolomini, Blasio Real property, Italy Siena (Italy), Siena (Italy). Balia, , "
9946270223503681,Ms. Coll. 742,"Balia of Siena grant, 1516.",,"16th century, Italian, Italy, Legal"
9946270613503681,Ms. Coll. 742,"Cardinal Pietro Lodovico Borgia license, 1508.",,"Latin, 16th century, 1508, Legal documents Licenses Manuscripts, Latin - 16th century Manuscripts, Renaissance, Real property Trierchi, Francesco, Italy Siena (Italy), Borgia Lanzol de Romaní, Pietro Lodovico, Cardinal, 1417-1511, , "
9946270613503681,Ms. Coll. 742,"Cardinal Pietro Lodovico Borgia license, 1508.",,"16th century, Italian, Italy, Legal"
9946270733503681,Ms. Coll. 742,"Pietro Lamberto legal decision, 1535.",,"Latin, 16th century, 1535, Bulls (papal records) Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Church finance History Santa Trinità di Spineto (Monastery : Sarteano, Italy) Tolomei, Lelio, Caserta (Italy) Sarteano (Italy), Lamberto, Pietro, Bishop of Caserta, , "
9946270733503681,Ms. Coll. 742,"Pietro Lamberto legal decision, 1535.",,"16th century, Italian, Italy, Legal, Financial records"
9946270843503681,Ms. Coll. 742,"Alvise Mocenigo I notice, 1573.",,"Italian, 16th century, 1573, Legal documents Manuscripts, Italian - 16th century Manuscripts, Renaissance, Piccolomini, Giacomo d'Antonio Maria d'Enea Venice (Republic : To 1797). Esercito, Ancona (Italy) Montemarciano (Italy) Venice (Italy), Mocenigo, Alvise I, 1507-1577, , "
9946270843503681,Ms. Coll. 742,"Alvise Mocenigo I notice, 1573.",,"16th century, Italian, Italy, Legal"
9946271173503681,Ms. Coll. 742,"Cardinal Philippus record of sale, 1587.",,"Latin, 16th century, 1587, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Bernini, Julius Petri Francisci Piccolomini, Emilio Carlo Real property Toletanus, Alphonsus Corduba, Italy Siena (Italy), Philippus, Cardinal, , "
9946271173503681,Ms. Coll. 742,"Cardinal Philippus record of sale, 1587.",,"16th century, Italian, Italy, Legal"
9946320143503681,Ms. Coll. 742,"Diocese of Arezzo nomination, 1556.",,"Latin, 16th century, 1556, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Appointment, call, and election Clergy Piccolomini, Ascanio Francesco, Siena (Italy : Province), Catholic Church. Diocese of Arezzo (Italy), , "
9946320143503681,Ms. Coll. 742,"Diocese of Arezzo nomination, 1556.",,"16th century, Italian, Italy, Legal"
9946320443503681,Ms. Coll. 742,"Anne de Montmorency nomination, 1552.",,"French, Middle (ca. 1300-1600), 16th century, 1552, Legal documents Manuscripts, French - 16th century Manuscripts, Renaissance, Piccolomini, Pomponio de Bartolomei, Montmorency, Anne, duc de, 1493-1567, , "
9946320443503681,Ms. Coll. 742,"Anne de Montmorency nomination, 1552.",,"16th century, French, France, Legal"
9946320523503681,Ms. Coll. 742,"André Blondet agreement, 1552.",,"French, Middle (ca. 1300-1600), 16th century, 1552, Financial records Legal documents Manuscripts, French - 16th century Manuscripts, Renaissance, Piccolomini, Pomponio de Bartolomei, France Siena (Italy), Blondet, André, , "
9946320523503681,Ms. Coll. 742,"André Blondet agreement, 1552.",,"16th century, French, France, Financial records, Legal"
9946320663503681,Ms. Coll. 742,"Pope Sixtus V brief, 1586.",,"Latin, 16th century, 1586, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents Papal briefs, Sixtus V, Pope, 1520-1590, , "
9946320663503681,Ms. Coll. 742,"Pope Sixtus V brief, 1586.",,"16th century, Legal, Pontifical"
9946369123503681,Ms. Coll. 742,"Pope Gregory XIV bull, 1594.",,"Latin, 16th century, 1594, Bulls (papal records) Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Appointment, call, and election Clergy Politi, Clemente, Grosseto (Italy), Gregory XIV, Pope, 1535-1591, , "
9946369123503681,Ms. Coll. 742,"Pope Gregory XIV bull, 1594.",,"16th century, Italian, Italy, Legal"
9946369643503681,Ms. Coll. 742,"Stefano d'Andrea appointment, 1531.",,"Latin, 16th century, 1531, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Appointment, call, and election Clergy Galassi, Nicolo di Piero, Chiusi (Italy) Sarteano (Italy), Andrea, Stefano d', fl. 1531, , "
9946369643503681,Ms. Coll. 742,"Stefano d'Andrea appointment, 1531.",,"16th century, Italian, Italy, Legal"
9946369803503681,Ms. Coll. 742,"Francesco Cosci appointment, 1530.",,"Latin, 16th century, 1530, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Appointment, call, and election Bernardini, Jacopo Clergy Piccolomini, Antonio Maria d'Enea Piccolomini, Francesco Bandini, Siena (Italy), Cosci, Francesco, , "
9946369803503681,Ms. Coll. 742,"Francesco Cosci appointment, 1530.",,"16th century, Italian, Italy, Legal"
9946369913503681,Ms. Coll. 742,"Pope Clement VII bull, 1529.",,"Latin, 16th century, 1529, Bulls (papal records) Manuscripts, Latin - 16th century Manuscripts, Renaissance, Appointment, call, and election Clergy Tolomei, Lelio, Volterra (Italy), Clement VII, Pope, 1478-1534, , "
9946369913503681,Ms. Coll. 742,"Pope Clement VII bull, 1529.",,"16th century, Italian, Italy, Legal"
9946369933503681,Ms. Coll. 742,"Bishop Pietro Flores document, 1529.",,"Latin, 16th century, 1529, Bulls (papal records) Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Appointment, call, and election Clergy Tolomei, Lelio, Volterra (Italy), Flores, Pietro, Bishop, , "
9946369933503681,Ms. Coll. 742,"Bishop Pietro Flores document, 1529.",,"16th century, Italian, Italy, Legal"
9946370013503681,Ms. Coll. 742,"Girolamo Piccolomini appointment, 1522.",,"Latin, 16th century, 1522, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Appointment, call, and election Batignano, Carlo Gasparie di Clergy, Siena (Italy), Piccolomini, Girolamo, , "
9946370013503681,Ms. Coll. 742,"Girolamo Piccolomini appointment, 1522.",,"16th century, Italian, Italy, Legal"
9946370053503681,Ms. Coll. 742,"Alfonso Petrucci property instructions, 1516.",,"Latin, 16th century, 1516, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Real property, Italy Siena (Italy), Petrucci, Alfonso, Cardinal, , "
9946370053503681,Ms. Coll. 742,"Alfonso Petrucci property instructions, 1516.",,"16th century, Italian, Italy, Legal"
9946370093503681,Ms. Coll. 742,"Alfonso Petrucci public instrument, 1516.",,"Latin, 16th century, 1516, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Inheritance and succession Petrucci, Pandolfo, 1452-1512 Real property, Italy Siena (Italy), Petrucci, Alfonso, Cardinal, , "
9946370093503681,Ms. Coll. 742,"Alfonso Petrucci public instrument, 1516.",,"16th century, Italian, Italy, Legal"
9946373793503681,Ms. Coll. 742,"Giovanni Stafileo legal decision, 1517.",,"Latin, 16th century, 1517, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Inheritance and succession Piccolomini, Enea di Giacomo di Nanni Todeschini Piccolomini, Silvio Real property Siena (Italy). Balia, Italy, Stafileo, Giovanni, 1472-1528, , "
9946373793503681,Ms. Coll. 742,"Giovanni Stafileo legal decision, 1517.",,"16th century, Italian, Italy, Legal"
9946373913503681,Ms. Coll. 742,"Contract, ca. 1508-1513.",,"Latin, 16th century, 1508, Contracts Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Batini, Andreas Lazari, Marlinus Micarias, Siena (Italy), , "
9946373913503681,Ms. Coll. 742,"Contract, ca. 1508-1513.",,"16th century, Italian, Italy, Legal"
9946374043503681,Ms. Coll. 742,"Matteo d'Alessandro d'Andrea Todeschini Piccolomini legal brief, 1538.",,"Italian, 16th century, 1538, Legal documents Manuscripts, Italian - 16th century Manuscripts, Latin - 16th century Manuscripts, Renaissance, Charles V, Holy Roman Emperor, 1500-1558 Inheritance and succession Piccolomini, Alessandro Piccolomini, Antonio Maria d'Enea Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537, Italy, Piccolomini, Matteo d'Alessandro d'Andrea Todeschini, , "
9946374043503681,Ms. Coll. 742,"Matteo d'Alessandro d'Andrea Todeschini Piccolomini legal brief, 1538.",,"16th century, Italian, Italy, Legal"
9946377873503681,Ms. Coll. 742,"Alessandro Piccolomini nomination, 1546.",,"Latin, 16th century, 1546, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Agazaria, Claudio Boncompagni di Appointment, call, and election Clergy, Santa Fiora (Italy), Piccolomini, Alessandro, Bishop of Montalcino and Pienza, 1505-1563, , "
9946377873503681,Ms. Coll. 742,"Alessandro Piccolomini nomination, 1546.",,"16th century, Italian, Italy, Legal"
9946378033503681,Ms. Coll. 742,"Università de' mercanti minutes, 1399.",,"Latin, 14th century, 1399, Legal documents Manuscripts, Latin - 14th century Manuscripts, Renaissance Minutes Notarial documents, Commercial courts Merchants Piccolomini, Bonaventura d'Andrea Guiderne Blasii Pieri, Bartolomeo Truffaldi, Branca, Italy Siena Siena (Italy), Università de' mercanti (Siena, Italy), , "
9946378033503681,Ms. Coll. 742,"Università de' mercanti minutes, 1399.",,"14th century, Italian, Italy, Legal"
9946380833503681,Ms. Coll. 742,"Diocese of Siena legal decision, 1331.",,"Latin, 14th century, 1331, Legal documents Manuscripts, Latin - 14th century Manuscripts, Medieval Notarial documents, Lello, Broccholio di Lello, Tina di Piccolomini, Ambrogio Nese Piccolomini, Barna Piccolomini, Caffino di Bartolomeo, Italy Siena (Italy), Catholic Church. Archdiocese of Siena (Italy), Parchment, , "
9946380833503681,Ms. Coll. 742,"Diocese of Siena legal decision, 1331.",,"14th century, Italian, Italy, Legal"
9946382103503681,Ms. Coll. 742,"Ferdinand I privileges, 1461.",,"Latin, 15th century, 1461, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance, Piccolomini d'Aragona, Antonio di Nanni Todeschini, Duke of Amalfi Privileges and immunities, Amalfi Amalfi (Italy) Italy, Ferdinand I, King of Naples, 1423-1494, , "
9946382103503681,Ms. Coll. 742,"Ferdinand I privileges, 1461.",,"15th century, Italy, Italian, Legal"
9946382393503681,Ms. Coll. 742,"Bishop of Osma legal instrument, 1464.",,"Latin, 15th century, 1464, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents, Piccolomini di Castiglia e d'Aragona, Giacomo di Nanni Todeschini, Castile (Spain), Catholic Church. Diocese of Osma-Soria. Bishop, , "
9946382393503681,Ms. Coll. 742,"Bishop of Osma legal instrument, 1464.",,"15th century, Spain, Spanish, Legal"
9946382963503681,Ms. Coll. 742,"Camera della Biccherna license, 1466-1488.",,"Latin, 15th century, 1466, Legal documents Licenses Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents, Dati, Agostino, 1420-1478 Dati, Jacopo Dati, Niccolò, 1458-1500 or 1501, Pienza (Italy) Siena (Italy), Siena (Italy). Camera della Biccherna, , "
9946382963503681,Ms. Coll. 742,"Camera della Biccherna license, 1466-1488.",,"15th century, Italy, Italian, Legal"
9946383253503681,Ms. Coll. 742,"Curia Romana proclamation, 1473.",,"Latin, 15th century, 1473, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents, Banks and banking Catholic Church Excommunication Paltonibus, Antonio de Spannocchi, Ambrosio, Italy Siena Siena (Italy), Catholic Church. Curia Romana, , "
9946383253503681,Ms. Coll. 742,"Curia Romana proclamation, 1473.",,"15th century, Italy, Italian, Legal, Financial records"
9946383273503681,Ms. Coll. 742,"Pope Pius III agreement, 1485.",,"Latin, 15th century, 1485, Agreements Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents, Real property, Italy Orvieto (Italy), Pius III, Pope, ca. 1440-1503, , "
9946383273503681,Ms. Coll. 742,"Pope Pius III agreement, 1485.",,"15th century, Legal, Pontifical, Italy, Italian"
9946385333503681,Ms. Coll. 742,"Naples legal document, 1491.",,"Latin, 15th century, 1491, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents Seals (artifacts), Naples (Kingdom) Siena (Italy), Naples (Kingdom). Sovereign (1458-1494 : Ferdinand I), , "
9946385333503681,Ms. Coll. 742,"Naples legal document, 1491.",,"15th century, Italy, Italian, Legal, "
9946394403503681,Ms. Coll. 742,"Pope Julius II bull, 1503.",,"Latin, 16th century, 1503, Bulls (papal records) Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Benedictine monasteries Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537 Riario, Raffaello, 1451-1521 San Marziano (Monastery : Tortona, Italy), Italy Tortona (Italy), Julius II, Pope, 1443-1513, , "
9946394403503681,Ms. Coll. 742,"Pope Julius II bull, 1503.",,"16th century, Pontifical, Italy, Italian, Legal"
9946394533503681,Ms. Coll. 742,"Pope Pius III judgment, 1499.",,"Latin, 15th century, 1499, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents, Catholic Church Excommunication Real property Soderini, Piero, 1452-1522, Florence (Italy) Italy Siena (Italy), Pius III, Pope, ca. 1440-1503, , "
9946394533503681,Ms. Coll. 742,"Pope Pius III judgment, 1499.",,"15th century, Legal, Pontifical, Italy, Italian"
9946394603503681,Ms. Coll. 742,"Pope Pius III judgment review, 1500.",,"Latin, 16th century, 1500, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Catholic Church Excommunication Real property, Florence (Italy) Italy Siena (Italy), Pius III, Pope, ca. 1440-1503, , "
9946394603503681,Ms. Coll. 742,"Pope Pius III judgment review, 1500.",,"16th century, Legal, Pontifical, Italy, Italian"
9946394623503681,Ms. Coll. 742,"Pope Pius III bull, 1503.",,"Latin, 16th century, 1503, Bulls (papal records) Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Benedictine monasteries San Marziano (Monastery : Tortona, Italy), Italy Tortona (Italy), Pius III, Pope, ca. 1440-1503, , "
9946394623503681,Ms. Coll. 742,"Pope Pius III bull, 1503.",,"16th century, Legal, Pontifical, Italy, Italian"
9946396533503681,Ms. Coll. 742,"Diocese of Arezzo nomination, 1579.",,"Latin, 16th century, 1579, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Appointment, call, and election Clergy Hieronimus, Fabio Hieronimus, Mario Piccolomini, Ascanio Francesco, Siena (Italy : Province), Catholic Church. Diocese of Arezzo (Italy), , "
9946396533503681,Ms. Coll. 742,"Diocese of Arezzo nomination, 1579.",,"16th century, Legal, Italy, Italian"
9946396613503681,Ms. Coll. 742,"Diocese of Arezzo nomination, 1594.",,"Latin, 16th century, 1594, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Appointment, call, and election Clergy Hieronimus, Fabio Hieronimus, Mario Piccolomini, Ascanio Francesco, Siena (Italy : Province), Catholic Church. Diocese of Arezzo (Italy), , "
9946396613503681,Ms. Coll. 742,"Diocese of Arezzo nomination, 1594.",,"16th century, Legal, Italy, Italian"
9946397023503681,Ms. Coll. 742,"Girolamo Piccolomini notarial document, 1509.",,"Latin, 16th century, 1509, Bulls (papal records) Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537, Piccolomini, Girolamo, , "
9946397023503681,Ms. Coll. 742,"Girolamo Piccolomini notarial document, 1509.",,"16th century, Legal, Italy, Italian, Pontifical"
9946397543503681,Ms. Coll. 742,"Pope Leo X bull, 1515.",,"Latin, 16th century, 1515, Bulls (papal records) Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Military religious orders Orden de Santiago Piccolomini, Enea di Giovanno di Nanni Todeschini, Siena (Italy), Leo X, Pope, 1475-1521, , "
9946397543503681,Ms. Coll. 742,"Pope Leo X bull, 1515.",,"16th century, Legal, Italy, Italian, Pontifical"
9946401243503681,Ms. Coll. 742,"Giovanni d'Andrea di Nanni Todeschini Piccolomini grant of legitimation, 1517.",,"Latin, 16th century, 1517, Legal documents Manuscripts, Latin - 16th century Manuscripts, Renaissance, Illegitimacy Piccolomini, Giovanni, Italy, Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537, , "
9946401243503681,Ms. Coll. 742,"Giovanni d'Andrea di Nanni Todeschini Piccolomini grant of legitimation, 1517.",,"16th century, Legal, Italy, Italian"
9946403523503681,Ms. Coll. 742,"Camera Apostolica document, 1521.",,"Latin, 16th century, 1521, Financial records Manuscripts, Latin - 16th century Manuscripts, Renaissance, Debt cancellation Inheritance and succession Piccolomini, Andrea di Nanni Todeschini Piccolomini, Giacomo di Nanni Todeschini, Italy Siena (Italy), Catholic Church. Camera Apostolica, , "
9946403523503681,Ms. Coll. 742,"Camera Apostolica document, 1521.",,"16th century, Legal, Italy, Italian, Accounts"
9946403623503681,Ms. Coll. 742,"Notarial document, 1522.",,"Latin, 16th century, 1522, Bulls (papal records) Financial records Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Cistercian monasteries Leo X, Pope, 1475-1521 Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537, Chieti (Italy) Italy, Parchment, , "
9946403623503681,Ms. Coll. 742,"Notarial document, 1522.",,"16th century, Legal, Italy, Italian, Pontifical"
9946403693503681,Ms. Coll. 742,"Pope Adrian VI bull, 1522.",,"Latin, 16th century, 1522, Bulls (papal records) Financial records Manuscripts, Latin - 16th century Manuscripts, Renaissance, Catholic Church. Diocese of Sion (Switzerland) Clergy Pensions Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537, Adrian VI, Pope, 1459-1523, Parchment, , "
9946403693503681,Ms. Coll. 742,"Pope Adrian VI bull, 1522.",,"16th century,  Legal, Italy, Italian, Pontifical"
9946403743503681,Ms. Coll. 742,"Pope Clement VII bull, 1529.",,"Latin, 16th century, 1529, Bulls (papal records) Manuscripts, Latin - 16th century Manuscripts, Renaissance, Appointment, call, and election Bandini, Francesco, 1505-1588 Bishops Catholic Church. Archdiocese of Siena (Italy) Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537, Siena (Italy), Clement VII, Pope, 1478-1534, Parchment, , "
9946403743503681,Ms. Coll. 742,"Pope Clement VII bull, 1529.",,"16th century,  Legal, Italy, Italian, Pontifical"
9946403883503681,Ms. Coll. 742,"Pope Paul III bull, 1534.",,"Latin, 16th century, 1534, Bulls (papal records) Manuscripts, Latin - 16th century Manuscripts, Renaissance, History Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537 Santa Trinità di Spineto (Monastery : Sarteano, Italy) Vallombrosans, Sarteano (Italy), Paul III, Pope, 1468-1549, Parchment, , "
9946403883503681,Ms. Coll. 742,"Pope Paul III bull, 1534.",,"16th century,  Legal, Italy, Italian, Pontifical"
9946403983503681,Ms. Coll. 742,"Pope Paul III bull, 1536.",,"Latin, 16th century, 1536, Bulls (papal records) Manuscripts, Latin - 16th century Manuscripts, Renaissance, Appointment, call, and election Bandini, Francesco, 1505-1588 Bishops Catholic Church. Archdiocese of Siena (Italy) Piccolomini, Giovanni d'Andrea di Nanni Todeschini, 1475-1537, Italy Siena (Italy), Paul III, Pope, 1468-1549, Parchment, , "
9946403983503681,Ms. Coll. 742,"Pope Paul III bull, 1536.",,"16th century,  Legal, Italy, Italian, Pontifical"
9946417693503681,Ms. Coll. 742,"Pope Sixtus V indulgence, 1587.",,"Latin, 16th century, 1587, Indulgences (documents) Manuscripts, Latin - 16th century Manuscripts, Renaissance Papal briefs, Forgiveness of sin Piccolomini, Alfonso di Giacomo d'Antonio Maria, duca di Montemarciano, Montemarciano (Italy), Sixtus V, Pope, 1520-1590, Parchment, , "
9946417693503681,Ms. Coll. 742,"Pope Sixtus V indulgence, 1587.",,"16th century,  Legal, Italy, Italian, Pontifical"
9946417743503681,Ms. Coll. 742,"Taddea Salamon will, 1469.",,"Latin, 15th century, 1469, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents Wills, Inheritance and succession Pius III, Pope, ca. 1440-1503 Real property, Italy, Salamon, Taddea, Parchment, , "
9946417743503681,Ms. Coll. 742,"Taddea Salamon will, 1469.",,"15th century,  Legal, Italy, Italian, Pontifical"
9946422113503681,Ms. Coll. 742,"Pope Alexander VI bull, 1503.",,"Latin, 16th century, 1503, Bulls (papal records) Manuscripts, Latin - 16th century Manuscripts, Renaissance, Benedictine monasteries, Italy Perugia (Italy : Province), Alexander VI, Pope, 1431-1503, Parchment, , "
9946422113503681,Ms. Coll. 742,"Pope Alexander VI bull, 1503.",,"16th century,  Legal, Italy, Italian, Pontifical"
9946422233503681,Ms. Coll. 742,"Francesco Fazio will, 1485, 1500.",,"Latin, 15th century, 1485, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents Wills, Inheritance and succession, Italy, Fazio, Francesco, Parchment, , "
9946422233503681,Ms. Coll. 742,"Francesco Fazio will, 1485, 1500.",,"15th century,  Legal, Italy, Italian, Pontifical"
9946423523503681,Ms. Coll. 742,"Pope Pius III bull, 1503.",,"Latin, 16th century, 1503, Bullae (seals) Bulls (papal records) Manuscripts, Latin - 16th century Manuscripts, Renaissance, Catholic Church. Cancellaria Apostolica, Siena (Italy), Pius III, Pope, ca. 1440-1503, Parchment, , "
9946423523503681,Ms. Coll. 742,"Pope Pius III bull, 1503.",,"16th century,  Legal, Italy, Italian, Pontifical"
9946424493503681,Ms. Coll. 742,"Pope Julius II bull, 1504.",,"Latin, 16th century, 1504, Bullae (seals) Bulls (papal records) Manuscripts, Latin - 16th century Manuscripts, Renaissance, Catholic Church. Cancellaria Apostolica, Siena (Italy), Julius II, Pope, 1443-1513, Parchment, , "
9946424493503681,Ms. Coll. 742,"Pope Julius II bull, 1504.",,"16th century,  Legal, Italy, Italian, Pontifical"
9946426673503681,Ms. Coll. 742,"Pope Pius III bull, 1503.",,"Latin, 16th century, 1503, Bulls (papal records) Manuscripts, Latin - 16th century Manuscripts, Renaissance, Catholic Church. Cancellaria Apostolica Piccolomini, Silvio, Siena (Italy), Pius III, Pope, ca. 1440-1503, Parchment, , "
9946426673503681,Ms. Coll. 742,"Pope Pius III bull, 1503.",,"16th century,  Legal, Italy, Italian, Pontifical"
9946427563503681,Ms. Coll. 742,"Ascanio Maria Sforza notarial document, 1503.",,"Latin, 16th century, 1503, Manuscripts, Latin - 16th century Manuscripts, Renaissance Notarial documents, Catholic Church. Cancellaria Apostolica Piccolomini, Silvio Pius III, Pope, ca. 1440-1503, Siena (Italy), Sforza, Ascanio Maria, 1455-1505, Parchment, , "
9946427563503681,Ms. Coll. 742,"Ascanio Maria Sforza notarial document, 1503.",,"16th century,  Legal, Italy, Italian"
9946441313503681,Ms. Coll. 742,"Emperor Sigismund appointment, 1432.",,"Latin, 15th century, 1432, Manuscripts, Latin - 15th century Manuscripts, Renaissance, Materials and instruments Notaries Umidis, Jacomo di Pietro de Writing, Italy, Sigismund, Holy Roman Emperor, 1368-1437, Parchment, , "
9946441313503681,Ms. Coll. 742,"Emperor Sigismund appointment, 1432.",,"15th century,  Legal, Italy, Italian, Pontifical"
9946452313503681,Ms. Coll. 742,"Balia of Siena privilege, 1403.",,"Latin, 15th century, 1403, Legal documents Manuscripts, Latin - 15th century Manuscripts, Renaissance Notarial documents, Siena (Italy), Siena (Italy). Balia, Parchment, , "
9946452313503681,Ms. Coll. 742,"Balia of Siena privilege, 1403.",,"15th century,  Legal, Italy, Italian"
9946452423503681,Ms. Coll. 742,"Pietro Parenzi notarial document, 1239.",,"Latin, 13th century, 1239, Legal documents Manuscripts, Latin - 13th century Manuscripts, Medieval Notarial documents, Gocci, Ildebrandino Vincentis, Francesco, Parenzi, Pietro, recipient, Parchment, , "
9946452423503681,Ms. Coll. 742,"Pietro Parenzi notarial document, 1239.",,"13th century,  Legal, Italy, Italian"
